Title,Company,Link,Review,Salary,Description
Front End Developer,BINALYTO DATA SERVICES PVT. LTD.,https://in.indeed.com/company/BINALYTO-DATA-SERVICES-PVT.-LTD./jobs/Front-End-Developer-c245014b2f7d0fcc?fccid=5637f1d2ef4f57ba&vjs=3,None,"₹15,000 a month","We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming. Responsibilities will include translation of the UI/UX design wireframes to actual code that will produce visual elements of the application. You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining how the application looks as well as how it works.
The candidate should have advanced knowledge in Using JavaScript, HTML, CSS and AngularJS.
Responsibilities
Designing, developing, and testing UI for websites and applications
Build reusable code and libraries for future use
Accurately translate user and business needs into functional frontend code
Qualifications
Bachelor's degree or equivalent in Computer Science
2+ years' experience in frontend development
Familiarity using Scrum/Agile development methodologies
Experience building object-oriented web applications in JavaScript, HTML5, and CSS3
Job Type: Full-time
Salary: From ₹15,000.00 per month
Benefits:
Cell phone reimbursement
Schedule:
Day shift
Supplemental Pay:
Overtime pay
Performance bonus
Shift allowance
Experience:
Programming / HTML: 1 year (Required)
css: 1 year (Required)
total work: 2 years (Required)
AngularJS: 1 year (Preferred)
Work Remotely:
No
COVID-19 Precaution(s):
Social distancing guidelines in place
Virtual meetings
Sanitising, disinfecting, or cleaning procedures in place"
PHP Laravel Developer,Vedhas Resources,https://in.indeed.com/company/Vedhas-Resources/jobs/PHP-Laravel-Developer-495bf2340b8a9bbc?fccid=cd2b6de52bed94c8&vjs=3,None,"₹10,000 - ₹20,000 a month","PHP / Laravel developer duties and responsibilities
Develop, record, and maintain cutting edge web-based PHP applications on portal plus premium service platforms
Build innovative, state-of-the-art applications and collaborate with the User Experience (UX) team
Ensure HTML, CSS, and shared JavaScript is valid and consistent across applications
Prepare and maintain all applications utilizing standard development tools
Utilize backend data services and contribute to increasing existing data services API
Lead the entire web application development life cycle right from concept stage to delivery and post-launch support
Convey effectively with all task progress, evaluations, suggestions, schedules along with technical and process issues
Document the development process, architecture, and standard components
Coordinate with co-developers and keeps project manager well informed of the status of development effort and serves as a liaison between development staff and project manager
Keep abreast of new trends and best practices in web development
PHP / Laravel developer requirements and qualifications
Previous working experience as a PHP / Laravel developer for (x) year(s)
BS/MS degree in Computer Science, Engineering, MIS, or similar relevant field
In-depth knowledge of object-oriented PHP and Laravel 5 PHP Framework
Hands-on experience with SQL schema design, SOLID principles, REST API design
Software testing (PHPUnit, PHPSpec, Behat)
MySQL profiling and query optimization
Creative and efficient problem solver
Work Timings: 10 AM - 7 PM
Remuneration: No Bar For The Right Candidate
Address :
Vedhas Technology Solutions Pvt Ltd
1st floor , City Center, Himayatnagar.
Landmark: Beside Kotak Mahindra Bank,Himayatnagar.
EMAIL ID: HR AT THE RATE TECHVEDHAS DOT COM
Contact : 040 23224181
Contract length: 12 months
Job Types: Full-time, Internship
Salary: ₹10,000.00 - ₹20,000.00 per month
Schedule:
Day shift
Experience:
PHP : 1 year (Preferred)
LARAVEL: 1 year (Preferred)
Education:
Bachelor's (Preferred)
COVID-19 Precaution(s):
Sanitising, disinfecting, or cleaning procedures in place
Speak with the employer
+91 +914023224181"
Dev Ops Manager,People Interactive Pvt Ltd.,https://in.indeed.com/rc/clk?jk=281b8779c78714a5&fccid=d40cc16482b72064&vjs=3,4.1,None,"Overview - At Shaadi, we always put our users first. We start by looking at things from the user’s perspective and end by evaluating how the solution has impacted the user. We are looking for People who are continuously adapting to new technologies and excited to work on products that influence millions of people every day. The Shaadi.com Android and iOS mobile applications are used by millions of people around the world and are some of India’s best known and most loved applications and we’re looking for someone to lead the engineering teams that build these apps.
Role - As Devops manager, you will have strong customer and operational focus, ability to understand and deep dive cross functional and inter dependent teams to eliminate the technical debt. You will also be responsible for working closely with other managers of software development teams within shaadi to improve their systems. Your solutions will impact our customers directly. You will be utilizing your experience with systems administration, agile development practices, performance monitoring, micro services and CI/CD to build high-performance, scalable, automated and fault tolerant web and data processing applications.
Ownership. You will own the strategy, delivery, quality, and the outcomes of the mobile development team and will be accountable for the same.
User orientation. You must have the ability to understand business requirements and long-term vision of the product and user intent to build world class mobile Apps.
Collaboration - Work in a cross-functional agile environment alongside developers and product managers to conceptualize, build, test and realize products
World-class innovation – Think laterally, evaluate competitive and innovative products and create compelling device specific user interfaces and experiences
Velocity- You will be expected to deliver results in a fast paced, operationally intensive, and rapidly changing environment.
What you will do in this role
Responsibilities include: Design, plan, deploy, administer and support applications, systems and services in development environments; focus will be on application/service availability, latency, performance, automation, change management, monitoring, and capacity planning.
Cloud and Micro Services Technologies: Experience in building and deploying infrastructure in AWS or Openstack or Kubernetes platform. Strong background Application deployment in Container and Micro services application architecture.
Develop and maintain our CI/CD pipeline and various production and testing environments
Working across development teams to streamline development, testing and deployment
Analyze and resolve complex problems including inter-operability issues, issues caused by hardware or software.
Partner with internal teams while taking initiative to implement and improve organizational processes and procedures.
Oversee daily operations of large-scale carrier grade systems; Schedule, document and manage maintenance and troubleshooting procedures as necessary.

What you should have
Bachelor's degree in Computer Science or related technical discipline, or relevant industry experience.
6+ years’ experience managing people. Experience in hiring, building, and supervising high performance teams.
Strong metrics and operational excellence focus.
Ability to handle multiple competing priorities in a fast-paced environment
Technical aptitude to quickly grasp complex technical issues and communicate directly with technical teams.
Proven track record of taking ownership and driving results on technical projects
Has relentlessly high standards (is never satisfied with the status quo)
Know more about our culture, leadership principles and company here"
Python Django / Azure Application Developer (Mid-Senior Cons...,ERM Group,https://in.indeed.com/rc/clk?jk=59f304f69393d92a&fccid=3f0d5695925aa6ba&vjs=3,3.3,None,"ERM is seeking an experienced Full Stack Python Django / Azure Application Developer in India to join our global Digital Services business. This position requires a developer with expertise in building front - end UI / websites supported by Python backend, and a proven track - record in designing, API developing, deploying and supporting production level, quality Python based web applications. The successful candidate will be talented, smart, energetic and passionate about application design and development.
At ERM, we offer a unique combination of Environmental Health, Safety and Sustainability (EHS&S) and innovative digital solution expertise. Our Digital Services business helps organizations optimize operational performance at an accelerated pace and large scale, and achieve improvements in EHS and sustainability performance through tech-enabled innovation and digital transformation of the enterprise. A core part of the transformation is the digitization of environment, health and safety (EHS) and sustainability systems, making processes more automated, better connected and insightful. We deliver these business outcomes through our global network, EHS and sustainability subject matter expertise and extensive digital capabilities. Our digital services approach integrates Digital Advisory, Digital Systems, and Data Management & Analytics.
ERM has enduring values, which are fundamental to our business conduct. We are passionate about our people, their safety, well-being and development. ERMers take accountability, are client focused, and collaborate with colleagues across geographies. If you share our values, believe in sustainability and are motivated by opportunities to shape, build, and contribute to a team that makes a real impact to our client’s businesses, ERM is the right place for you. We offer a flexible working environment and competitive salary.
As a member on our team, you will be a valuable asset amongst a diverse team of professionals striving to address business growth, daily business operations and innovative technology. You will work within an environment that promotes proactive cooperation and motivates individuals to maintain a positive attitude in order to consistently deliver quality services and technical solutions.
RESPONSIBILITIES:
Analyze business requirements and recommend a thorough and practical approach to delivering and implementing the appropriate technology solution on Microsoft Azure platform.
Work with development teams and product managers to ideate software solutions.
Design client-side and server-side architecture.
Build the front-end of applications through appealing visual design.
Develop and manage well-functioning databases and applications.
Test software to ensure responsiveness and efficiency.
Troubleshoot, debug and upgrade software.
Create security and data protection settings.
Build features and applications with a mobile responsive design.
Write technical documentation.
Work with Data Scientists and Analysts to improve software.
Apply development principles and best practices to build a scalable platform.
Integrate Python Machine learning API with the UI in a secure way.
Implement Data models to support the application framework and use industry standards for data security
Work closely with subject matter experts and technical leaders from additional ERM business units, across time zones, as part of diverse teams that may be established for revenue delivery on project to project basis.
Demonstrate a passion for learning and applying knowledge of emerging digital technologies coupled with out-of-the-box thinking in delivering integrated solutions to clients.
REQUIREMENTS:
Bachelor’s or Master’s degree in Computer Science, Information Technology or related field of study. MCA preferable.
8 – 12 years of practical web application development experience.
In depth knowledge of developing and implementing applications using Python / Python Django / AngularJS / Angular / D3.js / Chart.js C#, Net WebAPI, OData, REST, Entity Framework is essential.
Hands-on experience in Azure Web Apps, Azure SQL Database, Azure Logic Apps , Data Lake and working with large amounts of data.
Database design and API development is essential.
Knowledge of building CI/CD pipelines.
Hands-on experience in integrating application with Python models and routines and proven experience as a Full Stack Developer or similar roles.
Experience developing desktop and mobile applications
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery).
Knowledge of multiple back-end languages (e.g. Python) and JavaScript frameworks (e.g. Angular, React, Node.js).
Hands-on with database design (e.g. SQLserver, MongoDB), web servers (e.g. Apache) and UI/UX design.
Skilled and experienced in working with various visualization packages.
Good understanding of client-side state management principles.
Demonstrated understanding of Scrum/Agile development.
Ability to understand business requirements and convert requirements to technical specifications required for application development.
Skilled in writing clean, standardized code that performs optimally in highly concurrent environments.
Self-organized and ability to manage time and resources well.
Who We Are:
As the world’s leading sustainability consulting firm, ERM is uniquely positioned to contribute to the environment and society through the expertise and energy of our employees worldwide. Sustainability is what we do, and is at the heart of both our service offerings and how we operate our business. ERM and our partners are driven by a dynamic vision: By 2021 we will be the clear leader in our chosen markets, we will double in value and we will deliver on our promises to our clients, our people and our investors. For our people, our vision means attracting, inspiring, developing and rewarding our people to work with the best clients and on the biggest challenges, thus creating valuable careers. We achieve our vision in a sustainable manner by maintaining and living our ERM values that include Accountability, Caring for our People, Client Focus, Collaboration, Empowerment, and Transparency.
Please submit your resume and brief cover letter.
ERM does not accept recruiting agency resumes. Please do not forward resumes to our jobs alias, ERM employees or any other company location. ERM is not responsible for any fees related to unsolicited resumes.
ERM is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender, sexual orientation, gender identity, age, marital status or disability status.
Thank you for your interest in ERM!"
Java Developer,AIT TECHNOLOGIES,https://in.indeed.com/company/AIT-TECHNOLOGIES/jobs/Java-Developer-fe766e48e4beb4df?fccid=8bae1d6d48dd19fa&vjs=3,None,"₹20,000 - ₹40,000 a month","Description:
We are looking Software Developer, Java Services and Integrations who will work within a service layer team developing API’s, integration web services, and web applications server-side coding using core Java and advanced Java programming and technology.
This role will be responsible for developing API’s for both internal and external consumption, develop applications for Marketing business requirements; working with cross cultural development teams, architects and partners. The ability to problem tackle will be a key ingredient to success, good communication skills is a must and a willingness to work with others and learn as a team rounds out the qualified candidate.
Key Responsibilities:
Works with diverse group of developers, business users, project teams encouraging collaboration.
Effective contributor (coding, code reviews, design reviews, internal testing sign off etc.) for building solutions.
Technical point of contact for all technical issues and partner with the team to analyze, investigate and resolve open issues, vulnerabilities, secure coding etc.
Contribute to the design discussions, contribute towards design discussions, perform PoCs wherever required to support/back up design decisions.
Provide technical expertise to support team during incident/problem resolution.
Ability to supervise and analyze production application logs
Ability to do the reviews and follow the process methodologies and documentation
Good understanding of UI tech stack preferably - HTML5, JavaScript(ES5 & ES6), Object oriented JavaScript, Ajax, JSON, , Angular/React JS frameworks and Responsive web development.
Knowledge working with GIT, Maven/Gradle, JIRA, Confluence, Bitbucket etc.
Experience in implementation of Java, J2EE and JS Design patterns.
Experience with relational and non-relational databases
Experience in writing unit cases using JUnit, Mocha/Jasmine/Jest libraries.
Should be able to deploy the application in non-production environments on Linux platforms.
Experience in Agile methodology
Qualifications:
Education - Master'degree in Computer Science or equivalent.
0- 1 year of hands-on experience or having university projects in developing scalable, highly performance API’s (RESTful Webservices, JSON), Micro Services and required web-based applications using both core and advanced Java/J2EE which may include Spring web services, Spring MVC, Spring boot, Hibernate and worked in Agile teams.
Good Conceptual knowledge and understanding with data modeling
Works equally effectively as an individual as with team members, Self-starter
Analytical, and be skilled at problem solving
Previous experience working in a SCRUM or agile environment
Demonstrate the ability to understand and articulate complex requirements
Experience with database technologies (MySQL, MS SQL, SAP HANA)
Experience with Cloud services.
Job Type: Full-time
Salary: ₹20,000.00 - ₹40,000.00 per month
Schedule:
Day shift
Education:
Master's (Preferred)
Licence:
Java SE 7 Programmer (Preferred)
Work Remotely:
Temporarily due to COVID-19
COVID-19 Precaution(s):
Remote interview process
Virtual meetings
Sanitising, disinfecting, or cleaning procedures in place"
Full Stack Azure Application Developer (Mid-Senior Consultan...,ERM Group,https://in.indeed.com/rc/clk?jk=4ed4f81eee069c00&fccid=3f0d5695925aa6ba&vjs=3,3.3,None,"ERM is seeking an experienced Full Stack Azure Application Developer in India to join our global Digital Services business. This position requires a developer with expertise in building front - end UI / websites supported by Python backend, and a proven track - record in designing, API developing, deploying and supporting production level, quality .NET web applications. The successful candidate will be talented, smart, energetic and passionate about application design and development
At ERM, we offer a unique combination of Environmental Health, Safety and Sustainability (EHS&S) and innovative digital solution expertise. Our Digital Services business helps organizations optimize operational performance at an accelerated pace and large scale, and achieve improvements in EHS and sustainability performance through tech-enabled innovation and digital transformation of the enterprise. A core part of the transformation is the digitization of environment, health and safety (EHS) and sustainability systems, making processes more automated, better connected and insightful. We deliver these business outcomes through our global network, EHS and sustainability subject matter expertise and extensive digital capabilities. Our digital services approach integrates Digital Advisory, Digital Systems, and Data Management & Analytics.
ERM has enduring values, which are fundamental to our business conduct. We are passionate about our people, their safety, well-being and development. ERMers take accountability, are client focused, and collaborate with colleagues across geographies. If you share our values, believe in sustainability and are motivated by opportunities to shape, build, and contribute to a team that makes a real impact to our client’s businesses, ERM is the right place for you. We offer a flexible working environment and competitive salary.
As a senior member on our team, you will be a valuable asset amongst a diverse team of professionals striving to address business growth, daily business operations and innovative technology. You will work within an environment that promotes proactive cooperation and motivates individuals to maintain a positive attitude in order to consistently deliver quality services and technical solutions.
RESPONSIBILITIES:
Analyze business requirements and recommend a thorough and practical approach to delivering and implementing the appropriate technology solution on Microsoft Azure platform.
Complete technical documentation for all assigned development initiatives, and ensure the appropriate level of approvals are obtained prior to application construction.
Review code and provide constructive guidance for improvement of peers.
Escalate any roadblocks and/or obstacles to management as needed to ensure that assigned application development deliverables are completed on time and within budget.
Apply development principles and best practices to build a scalable platform.
Build and maintain the deployment pipeline for infrastructure and code.
Build and maintain a product platform.
Implement an appropriate visualization patterns for selected Python AI models.
Integrate Python Machine learning API with the UI in a secure way.
Implement Data models to support the application framework and use industry standards for data security.
Work closely with subject matter experts and technical leaders from additional ERM’s business units, across time zones, as part of diverse teams that may be established for revenue delivery on project to project basis.
REQUIREMENTS:
Bachelor’s or Master’s degree in Computer Science, Information Technology or related field of study. MCA preferable.
8 – 12 years of practical web application development experience.
In depth knowledge of developing and implementing applications using AngularJS / Angular / D3.js / Chart.js C#, Net WebAPI, OData, REST, Entity Framework is essential for the position.
Database design and API development is essential.
Hands-on experience in integrating application with Python models and routines.
Hands-on experience working with various visualization packages.
In depth knowledge of Microsoft .Net Framework and .Net Core.
Hands-on experience in Azure Web Apps, Azure SQL Database, Azure Logic Apps.
Good understanding of client-side state management principles.
Demonstrated understanding of Scrum/Agile development.
Ability to understand business requirements and convert them to technical specifications required for application development.
Skilled in writing clean, standardized code that performs optimally in highly concurrent environments
Self-organized with the ability to manage time and resources well.
Who We Are:
As the world’s leading sustainability consulting firm, ERM is uniquely positioned to contribute to the environment and society through the expertise and energy of our employees worldwide. Sustainability is what we do, and is at the heart of both our service offerings and how we operate our business. ERM and our partners are driven by a dynamic vision: By 2021 we will be the clear leader in our chosen markets, we will double in value and we will deliver on our promises to our clients, our people and our investors. For our people, our vision means attracting, inspiring, developing and rewarding our people to work with the best clients and on the biggest challenges, thus creating valuable careers. We achieve our vision in a sustainable manner by maintaining and living our ERM values that include Accountability, Caring for our People, Client Focus, Collaboration, Empowerment, and Transparency.
Please submit your resume and brief cover letter.
ERM does not accept recruiting agency resumes. Please do not forward resumes to our jobs alias, ERM employees or any other company location. ERM is not responsible for any fees related to unsolicited resumes.
ERM is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender, sexual orientation, gender identity, age, marital status or disability status.
Thank you for your interest in ERM!"
Full Stack Dot Net Developer,Flexi Ventures Private Limited,https://in.indeed.com/company/Flexi-Ventures-Private-Limited/jobs/Full-Stack-Dot-Net-Developer-1dbdf153bfd434a4?fccid=8596f890ef5aa5a1&vjs=3,None,"₹2,73,870 - ₹12,74,484 a year","4+ years of Full stack application development experience based on frameworks as .NET. Candidate
should have worked on design and architecture using object oriented analysis and design
methodologies.
Required skills
Strong software analysis, architecture development and design skills.
Experience in C#.NET and ASP.NET development, .NET Core 3.1 / .NET 5.0, ASP.NET,
AD and other components
Experience in front end technologies like React and Angular
Experience in building REST and SOAP based web services, and securely invoking
them as well.
Security protocols and standards like OAuth, PKI,SSL etc. Knowledge of securiParticipate and liaison with customers in building requirements, propose technical
solutions and build proof of value from technology perspective.
Work on complex problems where analysis of situations or data requires an in-depth
evaluation of various factors.
Exercises judgment within broadly-defined practices and policies in selecting
methods, techniques, and evaluation criteria for obtaining results.
Education and Equivalent experience:
Bachelor’s degree in Computer Science or a related discipline.
ng
enterprise applications using right tools and protocols
Should be good at development processes.
Strong database fundamentals with hands on experience with MS SQL Server T-SQL
programming and IIS
Cross-platform development of web-based applications for use on both mobile
devices and browser
Working knowledge on data structures, algorithms and object oriented design.
Strong analytical, diagnostic and problem solving skills
Supports group development/process initiatives.
Good to have
Exposure to Agile SDLC
Experience and exposure to Azure DevOps.
Experience and exposure to Azure PaaS like Functions, LogicApps, Cosmos etc
Responsibilities
Design and develop applications in the Microsoft stack including Azure
Application Deadline: 31/3/2021
Job Type: Full-time
Salary: ₹273,870.00 - ₹1,274,484.00 per year
Benefits:
Flexible schedule
Health insurance
Life insurance
Paid sick time
Paid time off
Work from home
Schedule:
Day shift
Monday to Friday
Experience:
mvc: 1 year (Preferred)
total work: 4 years (Preferred)
C#: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
HTML (Required)
.NET (Required)
Work Remotely:
Temporarily due to COVID-19
COVID-19 Precaution(s):
Remote interview process
Virtual meetings"
Lead Web Developer,Codeclouds IT Solutions Pvt. Ltd,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D8oJTivAZfLP3d1VVN8bqBnP7G5KY7bT-czeKrupvy8vbvKQFjofi9kVRLJ_VUlsUnnWwHqQYxEzbDkvgv3UMsU-77r75utCFdeveLRNeVfDXBdiEjSH2BZp4C4aQ96EpaYz_soIDiLjMox6FRiQ-WFODnAr6-pRSFzBKAslccM2UZgvcxhcIkcloiwJ89j0ZG3PVlg9chLmA_9glJU9pqSVROIhUHH10fOoMbCUdmQwMebeE5Ll8VwFQMp8mrTfPuZdbpQ-LIbAjuIlxi4cO9We3gXAzbDudr6EWw_j6g2Pm1vjvgk2uKISV063lKEy5b3dGrRMjMft3VHpKm-86MUw_VAvzSqaCR0aZ-T9yxcELqFn4bXc3B9XuxMShcS5CwltIgHuRe73W6-fNkfYv3eGzOp4-2D3F-MsTG5KPQw03YKor1Atw5lTNqOrI5X3lyknnIyDwzID6htTSsg1Lf&p=0&fvj=1&vjs=3,4.8,"₹3,60,000 - ₹5,00,000 a year","Job Summary
We’re searching for qualified and experienced web developers to join our development team as Team Lead. An ideal candidate would have proficient experience with Node.js, Angular.js, MySQL, strong PHP experience and previous Team Lead & quality control exp.
Skills
HTML, JavaScript, Node.js, Angular, Database, Data Structure, PHP
Requirements:
A Bachelor’s Degree in Computer Science/Information Technology or a related field.
Comprehensive understanding of MySQL and Javascript is a must.
A solid understanding of object-oriented programming.
Highly experienced with HTML5, CSS3, Node.js, Angular.js and jQuery.
Strong PHP experience
Previous Team Lead & quality control exp
Soft Skills:
Strong communication skills
Guide project team development efforts towards successful project delivery
Ability to understand and dictate requirements for complex development projects
Lead collaboration to design valuable, efficient and scalable solutions
Able to learn on the job, work with other members and contribute to a positive working atmosphere.
Positive and productive attitude is essential.
Experienced logical thinker with analytical skills.
Can manage multiple projects, meeting deadlines and ensuring quality.
Job Type: Full-time
Salary: ₹360,000.00 - ₹500,000.00 per year
Schedule:
Flexible shift
Monday to Friday
Supplemental Pay:
Shift allowance
Experience:
Relevant: 3 years (Preferred)
Education:
Bachelor's (Required)
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19
COVID-19 Precaution(s):
Remote interview process
Personal protective equipment provided or required
Temperature screenings
Social distancing guidelines in place
Virtual meetings
Sanitising, disinfecting, or cleaning procedures in place"
Software Developer 4,Oracle,https://in.indeed.com/rc/clk?jk=2d8f6092b9d36b3e&fccid=cd22d01053af7669&vjs=3,3.8,None,"Software Developer 4-2100094K

Applicants are required to read, write, and speak the following languages: English
Preferred Qualifications

Job Title: Principal Member of Technical Staff
The Product Development group has an immediate job opening for developers in its Engineering team (HMS). The team is responsible to provide the highest level of customer satisfaction through the development of next generation features that augment the latest Cloud infrastructure and provides for artificial intelligence & machine learning capabilities. The team enjoys solving hard problems that have an immediate impact and delights the customers.

Oracle Service Cloud delivers best-in-class Enterprise Cloud customer experience (CX) solutions, giving world-class organizations the technology to deliver optimized B2C and B2B support across multiple platforms, including social and mobile, through cloud deployments.
You will have the opportunity to work independently to drive best practices with product managers and senior technology leaders; solving complex technical problems – a critical role in driving the continued success of Oracle CX.

Job Description
In this position you will be working in the Engineering team along with product managers to develop the latest and greatest features and help drive further adoption of Customer Experience (CX) products. The position requires building infrastructure and tools to collect/analyze data for specific use cases and create insights and action plan off that. You will be part of a tight knit Agile development team that works hard and celebrates success.
Our ideal candidate for this position has the ability to apply leading design patterns, develop solutions employing industry best practices and processes with ability to perform varied and complex duties and tasks that need independent judgment. This is an opportunity to work with cutting edge SaaS solutions and web technology, alongside some really bright and motivated people.

The position is at our Bangalore office in India.
To be successful in this role, you will ideally have:
A BS in Computer Science, Computer Engineering or a related technical field
6+ years of relevant work experience, including programming experience and strong Java Development experience
Experience working with MySQL or Oracle database
Experience with OO design principles, patterns and practices, micro-service architecture
Experience in application development using JavaScript Framework such as React, Knockout, Node/Angular JS, CSS & HTML5 etc.
Experience working as part of a team doing state-of-the-art object-oriented software development, including continuous integration, test-driven-development, and automated unit and integration testing
Experience using distributed queues such as Kafka or RabbitMQ
Experience with cloud computing infrastructure such as Oracle Cloud Infrastructure, OpenStack, or AWS
Knowledge of microservices architecture and container orchestration frameworks such as Docker, Nomad, Kubernetes, or Mesos
Experience with versioning tools such as git
Experience with using CI servers such as Jenkins.
A broader set of technology skills at your disposal, such as: XML, XSLT, Database/schema design, SQL syntax, Unix/Linux development, etc.
Detailed Description and Job Requirements
Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will take an active role in the definition and evolution of standard practices and procedures. You will be responsible for defining and developing software for tasks associated with the developing, designing and debugging of software applications or operating systems.

Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. Leading contributor individually and as a team member, providing direction and mentoring to others. BS or MS degree or equivalent experience relevant to functional area. 7 years of software engineering or related experience.
Job: Product Development
Location: IN-IN,India-Bengaluru
Job Type: Regular Employee Hire
Organization: Oracle"
Backend Developer,Webomaze Technologies Pvt Ltd,https://in.indeed.com/company/Webomaze-Technologies/jobs/Backend-Developer-b79fc9b8f648a31f?fccid=8dc68345966f7cc3&vjs=3,None,"₹15,000 - ₹70,000 a month","We are looking for an analytical, results-driven Back-end Developer who will work with team members to troubleshoot and improve current back-end applications and processes. The Back-end Developer will use his or her understanding of programming languages and tools to analyze current codes and industry developments, formulate more efficient processes, solve problems, and create a more seamless experience for users. You should have excellent communication, computer, and project management skills.
To succeed as a Backend Developer, you should be focused on building a better, more efficient program and creating a better end-user experience. You should be knowledgeable, collaborative, and motivated.
EXPERIENCE REQUIRED: - 1 year - 7 years
Back-end Developer Responsibilities:
Compile and analyze data, processes, and codes to troubleshoot problems and identify areas for improvement.
Collaborating with the front-end developers and other team members to establish objectives and design more functional, cohesive codes to enhance the user experience.
Developing ideas for new programs, products, or features by monitoring industry developments and trends.
Recording data and reporting it to proper parties, such as clients or leadership.
Participating in continuing education and training to remain current on best practices, learn new programming languages, and better assist other team members.
Taking lead on projects, as needed.
*
Back-end Developer Requirements:
Bachelor’s degree in computer programming, computer science, or a related field.
More education or experience may be required.
Fluency or understanding of specific languages, such as Java, PHP, HTML,CSS3 ,WORDPRESS and operating systems may be required.
Strong understanding of the web development cycle and programming techniques and tools.
Focus on efficiency, user experience, and process improvement.
Excellent project and time management skills.
Strong problem solving and verbal and written communication skills.
Ability to work independently or with a group.
Willingness to sit at desk for extended periods.
INTERESTED ONE CAN SHARE THEIR #CV AT: - recruitment at the rate webomaze.com
OR
CALL US AT: - 6284730643
BEST REGARDS
HR DEPARTMENT
Job Types: Full-time, Volunteer, Walk-In
Salary: ₹15,000.00 - ₹70,000.00 per month
Schedule:
Day shift
Experience:
Programming: 1 year (Required)
work: 1 year (Required)
total work: 1 year (Required)
Education:
Bachelor's (Required)
Work Remotely:
No"
MEAN Stack Developer,eBizneeds Business Solutions Private Limited,https://in.indeed.com/company/ebizneeds/jobs/Mean-Stack-Developer-387c5e147a637e2e?fccid=06cea02cd0233fc5&vjs=3,None,"₹4,00,000 - ₹6,50,000 a year","Job Description
MEAN Stack Developer
Experience: - 1-3 years
Responsibilities
· Work with development teams and product managers to ideate software solutions
· Design client-side and server-side architecture
· Build the front-end of applications through appealing visual design
· Develop and manage well-functioning databases and applications
· Write effective APIs
· Test software to ensure responsiveness and efficiency
· Troubleshoot, debug and upgrade software
· Create security and data protection settings
· Build features and applications with a mobile responsive design
Requirements
· Proven experience as a MEAN Stack Developer or similar role
· Familiarity with common stacks
· Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
· Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)
· Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design
· Excellent communication and teamwork skills
· Great attention to detail
· An analytical mind
· Degree in Computer Science, Statistics or relevant field
Job Type: Full-time
Salary: ₹400,000.00 - ₹650,000.00 per year
Benefits:
Paid sick time
Paid time off
Schedule:
Day shift
Experience:
total : 3 years (Preferred)
angularjs: 1 year (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
No
COVID-19 Precaution(s):
Remote interview process
Temperature screenings
Social distancing guidelines in place
Sanitising, disinfecting, or cleaning procedures in place"
